"X1","X2"
0.0667909,0.0667154
0.00493528,0.00712186
0.0131099,0.0124513
0.0301856,0.0285662
0.00414708,0.00138473
0.064169,0.0600349
0.0141336,0.0148505
0.0103186,0.0094259
0.122543,0.126109
0.00919713,0.0107466
0.0287556,0.0239168
0.0709217,0.0699242
0.0360365,0.0320833
0.00321736,0.00206442
0.0488789,0.0354994
0.0179738,0.0186039
0.128892,0.119392
0.0218901,0.0228948
0.0402245,0.040574
0.0130978,0.0121041
0.0665809,0.0687102
0.0150577,0.0158006
0.00623739,0.00431167
0.0344133,0.0484881
0.108455,0.110665
0.0023413,5.32081e-005
0.0629174,0.0620583
0.0714764,0.0696596
0.0166594,0.016032
0.0169239,0.0177577
0.00660159,0.00775252
0.2515,0.24912
0.0631567,0.0649901
0.0381797,0.0413504
0.0711455,0.0669985
0.065562,0.0625491
0.11301,0.110353
0.0325546,0.0349762
0.014555,0.0138374
0.013168,0.0127575
0.15719,0.146774
0.0145284,0.0145821
0.0132246,0.0123056
0.0171092,0.0179903
0.055128,0.00328548
0.0624155,0.061685
0.013601,0.0115723
0.00244121,0.00229794
0.0164589,0.016421
0.153975,0.146964
0.000752545,0.000991385
0.0139026,0.014352
0.223939,0.23064
0.00942572,0.00972871
0.0173046,0.01649
0.0102224,0.0118199
0.0443272,0.0465067
0.0571455,0.0618403
0.0259411,0.0263387
0.00746239,0.00898269
0.0173161,0.017768
0.0235612,0.0337758
0.0688968,0.0718591
0.0553717,0.0584705
0.0110019,0.0102149
0.171953,0.17903
0.0149202,0.0159853
0.0142242,0.0142832
0.0550907,0.0535708
0.0719295,0.0693192
0.0136878,0.0138885
0.0576668,0.0590694
0.012132,0.0086343
0.0133278,0.015122
0.0521541,0.0501598
0.0095927,0.0135276
0.270933,0.292646
0.0127993,0.013033
0.0114378,0.0123072
0.0117796,0.0112948
0.0177697,0.0158322
0.0524057,0.0528103
0.066124,0.0669782
0.00384141,0.00355466
0.00560463,0.00670451
0.0493493,0.0516978
0.0152379,0.0157771
0.0176565,0.020329
0.105783,0.109851
0.12116,0.147288
0.000609256,0.000627211
0.0143874,0.0128336
0.025119,0.0267799
0.0521928,0.0497971
0.0133918,0.0126305
0.0121128,0.0107444
0.0291952,0.0276475
0.204858,0.21609
0.0475092,0.046826
0.0105475,0.0110048
0.0154208,0.0156644
0.00914631,0.00738233
0.0143906,0.0128907
0.0118205,0.0124704
0.0164494,0.015665
0.0186647,0.0171326
0.0136952,0.0143354
0.0252175,0.0262696
0.0153136,0.0151701
0.0962357,0.0977955
0.130257,0.131157
0.0160863,0.0173688
0.0215214,0.0225768
0.00957031,0.00532607
0.0313892,0.0270697
0.0127169,0.0123583
0.0612332,0.0596565
0.0408302,0.0453682
0.0622833,0.061977
0.0551186,0.0609995
0.0172126,0.015274
0.0167159,0.0160572
0.00943903,0.0100159
0.055775,0.0521764
0.0169321,0.0160439
0.016732,0.0167301
0.0168737,0.017644
0.00375383,0.00472504
0.0201271,0.0195702
0.0317587,0.0349459
0.00953013,0.0101945
0.00445176,0.00735173
0.0590366,0.0591536
0.0251399,0.0234724
0.0027396,0.00680231
0.00486171,0.00286321
0.01099,0.0109999
0.0141265,0.0129051
0.0670649,0.0634403
0.0120538,0.0144693
0.0252439,0.0300432
0.0947906,0.0928299
0.0214507,0.0250036
0.0133655,0.0136397
0.0660022,0.0619331
0.0210168,0.0169704
0.0605696,0.0568101
0.00608648,0.00588799
0.108997,0.10508
0.00148366,0.000761514
0.0245702,0.0251247
0.014328,0.0150864
0.0462134,0.0432355
0.0718895,0.0695395
0.0706002,0.0746789
0.014097,0.0150771
0.110161,0.113184
0.187916,0.200373
0.00558571,0.0103325
0.0131891,0.0127948
0.0142443,0.0151596
0.0241473,0.0226596
0.095675,0.0888428
0.214241,0.214967
0.0163984,0.0154652
0.0588118,0.0611856
0.0106736,0.00985639
0.0142313,0.0117934
0.0861456,0.0820444
0.013118,0.014026
